Keyword,Intent,Volume,Trend,Keyword Difficulty,CPC (USD),SERP Features
best tint for car,Informational,170,"0.67,0.06,1.00,0.02,0.06,0.02,0.02,0.06,0.02,0.02,0.02,0.02",10,1.65,"Sitelinks, AI Overview, Image pack, Video, Video carousel, People also ask, Local pack, Related searches"
tint a car,Commercial,170,"0.54,0.54,0.65,0.54,0.42,0.65,0.65,0.81,0.81,0.81,1.00,1.00",12,1.41,"Sitelinks, Image, Video, Video carousel, People also ask, Local pack, Related searches"
car glass tint price,Informational,140,"0.44,0.36,0.36,0.28,1.00,0.28,0.23,0.18,0.23,0.23,0.28,0.23",7,1.35,"AI Overview, Video, People also ask, Related searches"
car glass tinting cost,Informational,140,"0.44,0.36,0.36,0.28,1.00,0.28,0.23,0.18,0.23,0.23,0.28,0.23",7,1.35,"Sitelinks, AI Overview, Video, People also ask, Related searches"
car tint ceramic,Commercial,140,"0.81,0.42,0.42,0.35,1.00,0.27,0.27,0.27,0.27,0.27,0.27,0.27",14,2.16,"Sitelinks, Video, Video carousel, People also ask, Local pack, Related searches"
car tint price,Informational,140,"0.44,0.36,0.36,0.28,1.00,0.28,0.23,0.18,0.23,0.23,0.28,0.23",6,1.35,"Sitelinks, AI Overview, Image pack, Video, People also ask, Related searches"
car tint service near me,Commercial,140,"0.19,0.01,0.01,0.01,0.05,0.16,0.06,0.05,1.00,0.01,0.05,0.01",17,2.32,"Image, People also ask, Local pack, Related searches"
car tinting al quoz,Commercial,140,"0.81,0.81,0.52,0.67,0.33,0.67,0.67,0.81,1.00,1.00,0.52,0.52",12,3.22,"Video, People also ask, Local pack"
car window tinting prices,Informational,140,"0.44,0.36,0.36,0.28,1.00,0.28,0.23,0.18,0.23,0.23,0.28,0.23",8,1.35,"Sitelinks, AI Overview, Video, People also ask, Related searches"
ceramic car tint,Informational,140,"0.81,0.42,0.42,0.35,1.00,0.27,0.27,0.27,0.27,0.27,0.27,0.27",17,2.16,"Sitelinks, AI Overview, Video, Video carousel, Short videos, People also ask, Local pack, Related searches"
3m car tinting sharjah,Commercial,110,"1.00,0.07,0.07,0.07,0.07,0.14,0.07,0.07,0.21,0.07,0.07,0.07",15,1.47,"Sitelinks, Image, People also ask, Local pack, Related searches"
best car tinting dubai,Commercial,110,"0.81,0.44,1.00,0.03,0.53,0.03,0.03,0.16,0.03,0.03,0.03,0.09",13,2.81,"Sitelinks, Video, People also ask, Local pack, Related searches"
best car window tinting dubai,Commercial,110,"1.00,1.00,0.67,0.05,0.67,0.05,0.33,0.19,0.05,0.05,0.05,0.10",15,2.81,"Sitelinks, Video, People also ask, Local pack, Related searches"
car tint shop near me,Transactional,110,"1.00,0.52,0.43,0.33,0.52,0.52,0.43,0.52,0.43,0.52,0.43,0.43",11,1.69,"Sitelinks, AI Overview, Image, People also ask, Knowledge panel, Related searches"
car tinting ajman,Commercial,110,"0.54,0.02,1.00,0.05,0.03,0.02,0.07,0.02,0.02,0.02,0.12,0.02",14,1.57,"Image, Video, Video carousel, People also ask, Local pack, Related searches"
car tinting mussafah,Commercial,110,"1.00,0.09,0.09,0.09,0.18,0.18,0.27,0.09,0.09,0.09,0.09,0.45",8,1.47,"Image, Video, People also ask, Local pack, Related searches"
car window tinting rules in uae,Informational,110,"1.00,0.82,0.65,0.82,0.65,0.41,0.41,0.29,0.53,0.53,0.29,0.41",13,0.41,"Featured snippet, Sitelinks, Image pack, Video, People also ask, Related searches"
age films car tinting dubai window tinting dubai,Commercial,90,"1.00,0.44,0.44,0.05,0.03,0.00,0.00,0.05,0.03,0.05,0.05,0.03",9,0.00,"Image, Video, People also ask, Local pack, Related searches"
car glass tinting dubai,Commercial,90,"0.81,0.04,0.04,0.08,1.00,0.08,0.12,0.04,0.04,0.27,0.04,0.04",21,3.03,"Sitelinks, Image, People also ask, Local pack, Related searches"
car tinting dubai near me,Transactional,90,"0.29,1.00,0.07,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.08,0.03",9,1.69,"Sitelinks, Image, Video, People also ask, Local pack, Related searches"
car window tinting uae,Informational,90,"1.00,0.06,0.09,0.03,0.44,0.03,0.03,0.03,0.16,0.06,0.03,0.12",21,3.03,"Sitelinks, AI Overview, Image, Video, People also ask, Local pack, Related searches"
3m car tint near me,Commercial,50,"0.67,0.05,0.05,1.00,0.10,0.14,0.33,0.05,0.05,0.05,0.19,0.10",12,2.50,"Sitelinks, Image, Video, People also ask, Local pack, Related searches"
car tint percentages,Informational,50,"0.14,1.00,0.14,0.14,0.43,0.43,0.29,0.71,0.14,0.57,0.14,1.00",7,1.10,"Sitelinks, AI Overview, Image pack, Video, Short videos, People also ask, Related searches"
car tinting sharjah price,Informational,50,"1.00,0.12,0.06,0.12,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06",10,0.94,"Sitelinks, AI Overview, Image, Video, People also ask, Knowledge panel, Related searches"
car window tinting sharjah,Commercial,50,"1.00,0.06,0.12,0.06,0.06,0.06,0.06,0.12,0.06,0.06,0.12,0.06",10,1.74,"Image, Video, People also ask, Local pack, Related searches"
car glass tinting near me,Commercial,40,"0.04,0.04,0.04,1.00,0.08,0.04,0.04,0.27,0.04,0.19,0.04,0.04",19,1.61,"Image, Video, People also ask, Local pack, Related searches"
car tinting dubai price,Informational,40,"0.09,0.09,1.00,0.09,0.45,0.09,0.09,0.45,0.82,0.09,0.45,0.18",7,1.41,"Sitelinks, AI Overview, Video, People also ask, Knowledge panel, Related searches"
electric window tint for cars,Informational,40,"0.09,1.00,0.45,0.64,0.09,0.09,0.45,0.27,0.45,0.09,0.27,0.09",12,0.93,"Sitelinks, Video, Video carousel, People also ask, Related searches"
mobile car tinting service,Commercial,40,"0.14,0.14,0.14,0.14,0.14,0.43,1.00,1.00,1.00,1.00,0.14,0.14",,1.66,"Video, People also ask, Local pack, Related searches"
3m car tint dubai price,Informational,30,"0.14,0.71,0.14,0.57,0.43,0.14,1.00,0.14,0.43,0.14,0.43,0.71",9,2.50,"Sitelinks, AI Overview, Video, People also ask, Related searches"
3m car window tint,Commercial,30,"0.07,0.07,0.36,0.07,1.00,0.07,0.29,0.21,0.07,0.07,0.07,0.36",19,2.74,"Sitelinks, Image, Video, Local pack, Related searches"
50 car window tint,Informational,30,"0.14,0.29,0.71,0.71,0.29,0.14,0.43,0.43,1.00,0.14,0.29,1.00",8,0.00,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches"
50 percent tint on car,Informational,30,"0.43,0.14,0.57,0.14,0.14,0.14,0.14,1.00,0.57,1.00,0.14,0.71",8,1.57,"Sitelinks, AI Overview, Image, Image pack, Video, Video carousel, Short videos, People also ask, Related searches"
al hellaiw car tint and accessories,Informational,30,"0.09,0.09,1.00,0.18,0.09,0.18,0.18,0.09,0.45,0.09,0.09,0.09",10,0.00,"AI Overview, Image, Video, People also ask, Knowledge panel"
best car tint brands,Informational,30,"0.11,0.11,0.11,0.11,0.22,0.78,0.11,1.00,0.56,0.11,0.11,0.11",8,1.71,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches"
best car window tint,,30,"0.22,0.11,0.11,0.11,0.56,0.11,0.56,0.11,0.11,0.11,1.00,0.22",,1.81,
blue car tint,,30,"0.11,0.11,0.11,0.22,0.11,0.11,0.11,0.78,0.22,1.00,0.56,0.22",,1.13,
blue car window tint,,30,"0.11,0.44,0.11,1.00,0.11,0.11,0.22,0.11,0.33,0.22,0.56,0.11",,0.00,
car glass tint film,Informational,30,"0.11,0.11,0.56,0.44,1.00,0.11,0.22,0.22,0.33,0.11,0.44,0.44",,1.80,"AI Overview, Image pack, Video, Video carousel, People also ask, Local pack, Related searches"
car tint allowed in uae,,30,"0.14,0.14,0.71,0.14,0.14,0.14,0.43,0.43,0.14,0.43,1.00,0.71",,1.09,
car tint film,Informational,30,"0.44,0.56,0.11,0.22,0.11,0.56,0.11,0.56,0.11,1.00,0.22,0.78",9,1.82,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Local pack, Related searches"
car tint home service,Commercial,30,"0.14,1.00,0.14,1.00,0.14,0.14,1.00,0.14,0.14,0.29,0.14,0.43",4,2.71,"Video, Short videos, People also ask, Local pack, Related searches"
car tint levels,,30,"0.14,0.14,0.14,0.71,1.00,0.14,0.29,0.29,0.14,0.29,0.29,0.71",,0.00,
car tint removal,,30,"0.11,0.11,0.11,0.11,0.11,0.56,0.78,0.11,0.11,0.33,1.00,0.11",,1.37,
car tinting dubai rules,,30,"0.14,0.14,0.43,0.43,1.00,0.29,0.14,1.00,0.14,0.29,0.29,0.14",,0.00,
car tinting offers,Informational,30,"0.43,0.14,1.00,0.14,0.14,0.29,0.29,0.14,1.00,0.14,0.43,0.14",12,1.95,"Video, People also ask, Related searches"
car tinting places,,30,"0.71,0.14,0.29,0.14,1.00,0.14,0.43,0.14,0.14,0.14,0.29,0.71",,0.00,
car window tint grades,,30,"0.33,0.11,0.22,0.56,0.11,0.22,0.44,0.22,0.11,0.11,0.11,1.00",,0.00,
car window tint percentages,,30,"0.43,0.43,0.14,0.29,0.14,0.14,0.57,0.57,0.14,0.14,0.43,1.00",,0.00,
car window tint roll,,30,"0.14,1.00,0.14,0.14,0.71,0.14,0.14,0.14,0.14,0.14,0.71,1.00",,0.00,
car window tint shades,Informational,30,"0.14,0.14,0.43,0.14,0.29,1.00,0.57,0.29,0.14,0.57,0.29,0.29",8,1.39,"Sitelinks, Image pack, Video, Video carousel, People also ask, Related searches"
car window tint shades chart,,30,"0.56,0.78,0.33,0.11,0.22,0.11,0.11,0.11,0.11,1.00,0.11,0.11",,0.00,
car window tint shop,,30,"1.00,0.44,0.33,0.33,0.00,0.00,0.11,0.22,1.00,0.00,0.00,0.00",,0.00,
car window tinting abu dhabi price,Informational,30,"0.14,1.00,1.00,1.00,0.14,0.14,0.14,0.43,0.29,0.14,0.14,1.00",14,1.08,"Sitelinks, AI Overview, Video, People also ask, Local pack, Related searches"
car window tinting at home,Transactional,30,"0.11,0.11,0.11,0.56,0.22,0.11,0.11,1.00,0.11,0.11,0.11,0.11",13,3.27,"Sitelinks, Video, Video carousel, People also ask, Local pack, Related searches"
car window tinting cost,Informational,30,"0.11,0.56,0.22,0.33,0.78,0.11,0.11,1.00,0.78,0.11,0.11,0.56",5,1.64,"Sitelinks, AI Overview, Image pack, Video, People also ask, Related searches"
car window tinting service,,30,"0.56,0.11,0.11,0.11,0.33,0.11,0.11,0.22,0.22,0.11,1.00,0.78",,0.00,
car window tinting types,,30,"1.00,0.11,0.11,0.11,0.11,0.11,0.22,0.11,0.11,0.11,0.56,1.00",,1.13,
cheap car tinting dubai,Commercial,30,"0.78,0.11,0.11,0.22,1.00,0.33,0.11,0.11,0.33,0.22,0.56,0.11",16,1.66,"Sitelinks, Video, People also ask, Local pack, Related searches"
cobone car tinting,,30,"0.14,0.43,0.29,0.14,0.14,0.57,1.00,0.29,0.14,0.29,0.71,0.43",,0.00,
dubai car tint rules,Informational,30,"0.11,0.33,0.56,0.11,1.00,0.11,0.11,0.33,0.22,0.22,0.11,0.11",7,0.40,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches"
how much cost to tint car windows,,30,"0.56,0.11,0.56,0.11,0.11,0.11,0.11,0.44,0.22,0.22,0.11,1.00",,1.39,
removable and reusable car window tint,,30,"0.11,1.00,0.56,0.11,0.11,0.56,0.22,0.11,0.44,0.22,0.11,0.00",,0.00,
silver car tint,,30,"0.14,0.71,0.29,0.29,0.14,0.29,1.00,0.29,0.29,0.14,0.14,0.71",,0.00,
smart tint for cars,"Informational, Transactional",30,"0.14,0.71,0.14,0.14,0.14,0.14,0.71,0.71,1.00,0.43,0.14,1.00",12,1.08,"Sitelinks, Image pack, Video, Video carousel, People also ask, Popular products"
tint sticker for car,,30,"0.14,0.14,0.14,0.29,0.71,0.57,0.57,0.14,1.00,0.14,0.71,0.14",,0.00,
top car tint brands,Informational,30,"0.29,0.29,0.43,0.43,1.00,1.00,0.14,0.43,0.29,0.14,0.29,0.57",5,1.71,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches"
types of car tint film,,30,"1.00,0.00,0.00,1.00,0.22,0.11,0.11,0.11,0.00,0.11,0.78,0.00",,0.00,
uae car tint law,,30,"0.11,0.11,0.11,0.22,0.11,0.11,1.00,0.22,0.11,0.33,0.22,0.78",,0.18,
what is the best window tint for cars,Informational,30,"0.11,0.11,0.11,0.78,1.00,0.11,0.33,0.44,0.11,0.11,0.11,0.11",15,1.38,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches"
white car tint,,30,"0.11,0.11,0.11,0.56,0.11,0.11,0.78,0.11,0.22,1.00,0.11,0.11",,0.00,
20 tint on car,,20,"0.50,0.25,0.25,0.25,0.25,0.50,1.00,0.25,0.25,1.00,0.25,1.00",,0.00,
30 tint on car,,20,"0.43,0.14,0.14,0.14,0.57,0.43,1.00,0.14,0.14,0.14,0.29,0.14",,1.71,
3m car tint price,,20,"0.56,0.33,0.11,0.11,0.11,0.11,0.11,0.22,1.00,0.11,0.11,0.11",,1.52,
3m car tinting abu dhabi,,20,"0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.44,0.22,0.11,1.00,0.11",,1.23,
3m car tinting uae,,20,"1.00,0.40,0.00,0.00,0.60,0.40,0.80,0.20,0.20,0.00,1.00,0.00",,0.00,
3m car window tinting dubai,,20,"0.57,0.14,0.14,0.00,0.29,1.00,0.14,0.57,0.14,0.14,0.71,0.14",,0.00,
40 tint on car,,20,"1.00,0.22,0.11,0.11,0.11,0.22,0.11,0.11,0.11,0.11,0.11,0.33",,0.00,
5 tint on car,,20,"0.20,0.20,1.00,0.20,0.20,0.80,0.20,0.20,0.20,0.20,0.20,0.20",,0.00,
adjustable car tint,,20,"0.11,0.11,0.33,0.11,0.22,0.11,0.11,0.44,0.11,1.00,0.22,0.00",,0.00,
best car tint film,,20,"0.14,0.14,1.00,0.14,0.43,0.43,0.14,0.71,0.14,0.14,0.14,0.43",,1.23,
best car tint film brand,,20,"0.56,0.44,1.00,0.11,0.33,0.11,0.11,0.11,0.00,0.11,0.11,0.00",,0.00,
best car tint for heat reduction,,20,"0.20,0.20,0.20,0.20,0.20,0.20,0.40,0.20,1.00,0.20,0.20,1.00",,1.94,
best car tint shop near me,,20,"0.20,0.20,0.20,0.20,0.20,0.40,0.20,0.40,0.40,0.20,1.00,0.20",,0.00,
best car tinting abu dhabi,,20,"0.20,0.20,0.20,0.60,1.00,0.40,0.20,0.20,1.00,0.40,0.40,0.60",,1.49,
best car tinting in abu dhabi,,20,"0.25,0.25,0.25,0.50,1.00,0.25,1.00,0.50,0.00,1.00,0.75,0.00",,0.00,
best car window tint brand,,20,"0.14,0.14,0.14,1.00,0.71,0.57,0.14,0.14,0.29,0.14,0.14,0.14",,1.45,
best car window tint for heat reduction,,20,"0.11,0.11,0.11,0.11,0.22,0.11,0.44,0.11,0.11,0.11,0.22,1.00",,1.94,
best car window tinting in dubai,,20,"0.25,0.25,0.50,0.25,0.25,0.25,0.25,0.75,0.25,0.25,1.00,0.25",,0.00,
best tinted glass for cars,,20,"0.20,0.20,0.20,0.20,0.80,0.20,1.00,0.20,0.80,0.20,0.60,0.20",,1.81,
black tinted car,,20,"0.33,1.00,0.33,0.67,1.00,0.33,0.33,0.33,0.33,0.67,0.33,0.33",,1.80,
can you remove tint from car windows,,20,"0.20,0.40,0.20,0.20,1.00,0.40,0.60,0.60,0.20,0.20,0.20,0.20",,0.00,
car front window tint,,20,"1.00,0.33,0.33,0.67,0.33,0.33,1.00,0.67,0.67,0.33,0.33,0.33",,2.12,
car front windshield tint,,20,"0.20,0.20,0.20,0.40,0.80,0.20,0.20,1.00,0.20,0.20,0.60,0.20",,1.68,
car glass tinting legal,,20,"0.14,0.43,0.00,1.00,0.14,0.57,0.14,0.00,0.14,0.00,0.71,0.00",,0.00,
car headlight tint,,20,"0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,1.00,0.11,0.11,0.11",,0.00,
car tint 40 percent,,20,"0.14,0.14,0.29,0.14,1.00,0.14,0.14,0.43,0.00,0.00,0.71,0.00",,0.00,
car tint brands,,20,"0.43,0.43,0.14,1.00,0.14,0.14,0.57,0.14,0.29,0.14,0.29,0.14",,1.59,
car tint cost,,20,"0.25,0.25,0.25,0.75,0.25,0.25,0.25,0.75,0.25,0.50,0.25,1.00",,1.87,
car tint dark outside clear inside,,20,"0.20,0.40,0.40,0.40,0.20,1.00,0.40,0.20,0.20,0.60,0.60,0.20",,0.00,
car tint film near me,,20,"0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.57,0.29,1.00,0.14,1.00",,0.00,
car tint film price,,20,"0.80,0.40,1.00,0.20,0.20,0.40,0.80,0.20,0.40,0.20,0.60,0.40",,0.00,
car tint film roll,,20,"0.20,0.20,0.20,0.60,1.00,0.20,0.20,0.20,0.20,0.20,0.40,0.00",,0.00,
car tint laws,,20,"0.20,0.60,0.20,1.00,0.20,0.20,0.20,0.60,0.20,0.20,0.60,0.40",,0.00,
car tint meaning,,20,"0.20,0.60,0.60,0.20,0.20,1.00,1.00,0.20,0.80,0.20,0.20,0.60",,0.00,
car tint near me cheap,,20,"0.14,0.14,0.14,0.29,0.14,0.14,0.14,1.00,0.14,0.29,0.57,0.00",,0.00,
car tint percentage allowed in dubai,,20,"0.25,0.25,0.25,0.50,0.25,0.25,1.00,0.25,0.25,0.25,1.00,0.50",,1.23,
car tint percentage chart,,20,"0.20,0.20,0.20,0.20,1.00,1.00,0.20,0.20,0.60,0.20,0.20,0.20",,0.00,
car tint removal near me,,20,"0.20,0.20,0.20,0.40,0.80,0.20,0.20,1.00,0.60,0.40,0.20,1.00",,2.13,
car tint rules,,20,"0.00,0.57,0.00,0.57,0.29,0.00,0.00,0.14,0.29,0.43,0.00,1.00",,0.00,
car tint shades,,20,"0.11,0.11,1.00,0.11,0.11,0.11,0.22,0.11,0.11,0.11,0.11,0.11",,1.39,
car tint shop,,20,"1.00,0.33,0.33,0.67,0.33,0.67,0.67,0.67,0.33,0.33,1.00,0.33",,2.58,
car tinting abu dhabi price,,20,"0.29,0.14,0.29,0.14,0.14,0.14,1.00,0.14,0.14,0.14,0.71,0.29",,0.98,
car tinting allowed in dubai,,20,"0.14,0.29,0.14,0.43,1.00,0.29,0.14,0.29,0.14,0.14,0.43,0.29",,0.00,
car tinting deals,,20,"0.11,0.11,0.11,0.11,0.11,0.11,1.00,0.11,0.11,0.11,0.22,0.33",,1.31,
car tinting deals dubai,,20,"0.20,0.20,0.20,0.20,0.60,1.00,0.20,0.20,0.20,0.20,0.20,0.20",,2.53,
car tinting dubai offers,,20,"0.14,0.14,0.29,0.14,0.14,0.14,0.43,0.14,0.14,1.00,0.14,0.14",,2.53,
car tinting near me cheap,,20,"0.14,0.14,0.14,0.71,0.14,0.29,0.29,0.14,1.00,0.14,0.14,0.43",,0.00,
car tinting offers abu dhabi,,20,"0.22,0.11,0.11,0.44,1.00,0.22,0.33,0.11,0.11,0.11,0.11,0.22",,0.67,
car tinting rules in abu dhabi,,20,"0.11,0.11,0.56,0.11,0.11,0.22,0.11,1.00,0.11,0.11,0.11,0.11",,0.00,
car tinting rules in dubai,,20,"0.11,0.11,0.33,0.11,0.11,0.11,1.00,0.11,0.11,0.11,0.11,0.11",,0.00,
car tinting service,,20,"0.43,0.29,0.14,0.14,0.14,0.14,0.14,0.14,0.43,0.14,1.00,0.14",,2.46,
car tinting shops in sharjah,,20,"0.57,0.14,0.14,0.29,0.43,0.14,0.29,1.00,0.14,0.14,0.14,0.14",,0.00,
car tinting uae,,20,"0.25,0.75,0.50,0.50,0.25,0.25,0.75,1.00,0.25,0.25,0.25,0.25",,2.39,
car window tint colors,,20,"0.11,0.11,0.00,1.00,0.11,0.56,0.11,0.00,0.11,0.11,0.11,0.00",,0.00,
car window tint film,,20,"0.20,0.60,0.20,0.20,0.80,0.20,1.00,0.40,0.40,0.20,0.20,0.60",,1.80,
car window tint level,,20,"0.20,0.60,0.40,0.20,0.20,0.40,0.20,1.00,1.00,0.80,0.20,0.00",,0.00,
car window tint remote control,,20,"0.14,0.71,0.14,0.29,0.29,0.14,1.00,0.14,0.14,0.14,0.29,0.14",,0.00,
car window tinting ajman,,20,"0.25,0.50,0.75,0.25,0.25,0.25,0.25,0.25,1.00,1.00,0.50,0.50",,1.41,
car window tinting al quoz,,20,"0.20,0.20,0.20,0.20,0.20,0.20,0.80,0.20,0.40,1.00,0.20,0.20",,3.37,
car window tinting dubai price,,20,"0.22,0.11,0.22,0.11,0.22,0.11,0.44,0.11,0.11,0.11,0.44,1.00",,1.91,
car window tinting home service,,20,"0.44,0.11,0.11,0.11,0.56,0.11,0.11,0.33,1.00,0.11,0.11,0.11",,2.95,
car window tinting job in dubai urgently,,20,"0.20,0.60,0.20,0.20,0.20,0.20,1.00,0.20,0.20,0.40,0.20,0.20",,0.00,
car window tinting nearby,,20,"0.00,0.22,0.00,0.00,0.00,0.00,0.11,0.00,0.11,1.00,1.00,0.00",,0.00,
car window tinting prices near me,,20,"0.25,0.25,0.25,0.25,0.25,1.00,0.25,0.50,0.25,1.00,0.25,0.50",,1.41,
car windshield tint,,20,"0.33,1.00,0.33,1.00,0.33,1.00,0.33,0.33,0.33,0.33,0.67,0.33",,1.74,
ceramic car window tint,,20,"0.14,1.00,0.14,0.14,0.14,0.14,0.43,0.14,0.14,0.14,0.71,0.43",,2.22,
cheap car tint shop near me,,20,"0.14,0.14,0.14,1.00,0.14,0.14,0.14,0.14,0.14,0.14,0.71,0.14",,0.00,
cheap car window tinting,,20,"0.14,0.14,0.14,0.71,0.14,1.00,0.14,0.14,0.14,0.14,0.57,0.29",,1.90,
cheap car window tinting near me,,20,"0.20,0.80,1.00,0.20,0.20,0.20,0.60,0.40,0.40,0.20,0.20,0.20",,0.00,
clear car tint,,20,"0.50,0.75,0.25,1.00,0.25,0.25,0.50,0.25,0.25,0.50,0.50,0.25",,0.00,
clear car window tint,,20,"1.00,0.80,0.00,0.20,0.00,0.20,1.00,0.20,0.00,0.20,0.20,0.20",,0.00,
company car tinting rules in uae,,20,"0.11,0.11,0.11,0.22,1.00,0.11,0.11,0.11,0.11,0.11,0.11,0.78",,0.00,
darkest car tint,,20,"0.20,0.20,0.00,0.00,1.00,0.20,0.20,0.00,0.80,0.20,1.00,0.00",,0.00,
diamond car tint,,20,"1.00,0.14,0.29,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14",,0.00,
electric car tint,,20,"0.29,0.14,0.14,0.71,0.71,0.14,0.29,0.14,0.14,0.14,0.14,1.00",,1.10,
green tinted glass car,,20,"0.11,1.00,0.11,0.11,0.11,0.11,0.11,0.11,0.33,0.11,0.11,0.33",,0.00,
heat resistant tint for car,,20,"0.11,0.11,0.33,0.33,0.11,0.11,0.11,0.11,0.11,0.56,0.22,1.00",,0.00,
how long does it take to tint a car,,20,"0.29,1.00,0.14,0.14,0.14,0.14,0.29,0.14,0.29,0.14,0.14,0.14",,0.00,
how much does car tint cost,,20,"0.20,0.20,0.20,0.20,0.40,0.20,0.20,0.60,0.20,1.00,0.60,0.80",,1.38,
how much does car window tinting cost,,20,"0.50,0.50,0.25,0.25,0.75,1.00,0.25,0.25,1.00,0.25,1.00,0.25",,1.38,
how much to tint car windows,,20,"1.00,0.71,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14",,1.39,
how to install car window tint,,20,"0.11,0.22,0.22,1.00,0.11,0.11,0.11,0.11,0.44,0.11,0.11,0.11",,0.00,
how to remove car tint,,20,"0.20,0.60,0.60,0.20,0.20,0.20,0.20,1.00,0.20,0.20,0.60,0.40",,0.47,
how to remove tint from car windows,,20,"0.33,0.11,0.11,0.11,0.56,0.11,0.11,1.00,0.33,0.11,0.11,0.11",,0.47,
how to tint car windows,,20,"0.33,0.33,0.33,0.33,0.67,1.00,0.67,0.33,0.33,0.67,0.33,1.00",,0.00,
illegal car tint,,20,"0.14,0.14,0.14,0.14,0.29,0.14,1.00,0.14,0.14,0.14,1.00,0.14",,0.00,
llumar car tint,,20,"0.11,0.11,0.22,0.11,1.00,0.11,0.33,0.11,0.11,0.11,0.11,0.33",,1.69,
medium tint car,,20,"0.80,0.20,0.40,0.40,0.40,1.00,0.40,0.20,0.20,0.60,0.20,0.40",,0.00,
mirror tint car,,20,"0.80,0.40,0.20,0.40,1.00,0.20,0.20,0.40,0.20,1.00,0.20,0.60",,1.40,
mirror window tint car,,20,"0.11,0.00,0.11,0.11,0.11,0.22,0.11,0.33,0.00,0.11,1.00,0.00",,0.00,
mobile car tinting,,20,"0.14,0.14,0.14,0.14,0.14,0.29,0.14,0.14,1.00,0.57,0.14,0.29",,2.86,
mobile car window tinting,,20,"0.25,0.25,0.25,0.75,0.25,0.25,1.00,0.75,0.25,0.25,0.25,0.50",,2.86,
nano car tinting,,20,"0.20,0.20,1.00,0.80,0.60,0.60,0.40,0.20,0.20,0.20,0.20,0.20",,1.08,
one way car window tint,,20,"0.20,0.40,0.20,0.20,0.20,1.00,0.20,0.20,0.20,0.40,1.00,0.20",,0.00,
photochromic car tint,,20,"0.14,0.57,1.00,0.14,0.29,0.14,0.29,0.29,0.14,0.57,0.14,0.14",,0.63,
reflective tint car,,20,"0.20,0.60,0.60,0.20,0.20,0.20,0.20,1.00,0.20,0.20,0.20,0.20",,0.00,
