URL,Traffic (%),Number of Keywords,Traffic,Adwords Positions,Positions with commercial intents in top 20,Positions with informational intents in top 20,Positions with navigational intents in top 20,Positions with transactional intents in top 20,Positions with unknown intents in top 20,Traffic with commercial intents in top 20,Traffic with informational intents in top 20,Traffic with navigational intents in top 20,Traffic with transactional intents in top 20,Traffic with unknown intents in top 20,Traffic Change,Answer Engines,Top Keyword,Primary Intent,LLM Prompts
https://easyauto.ae/business/very-easy-car-sell-my-car-sell-any-car/,0.92,3,29,0,0,0,1,0,0,0,0,29,0,0,26,,very easy car,Navigational,0
https://easyauto.ae/business/adnoc-service-station-production-city-329/,0.89,13,28,0,2,1,2,2,0,0,3,25,3,0,13,,adnoc service station,"Transactional, Commercial",0
https://easyauto.ae/business/oldtimer-motorcycles/,0.82,5,26,0,0,3,0,2,0,0,26,0,26,0,0,,oldtimer motorcycles dubai,Informational,0
https://easyauto.ae/business/wheel-to-wheel-auto-service-station/,0.82,3,26,0,0,2,0,0,0,0,26,0,0,0,-6,google,wheel2wheel car service,Informational,1
https://easyauto.ae/business/al-ghazal-car-washing-station/,0.76,1,24,0,0,1,0,0,0,0,24,0,0,0,24,,al ghazal car washing station,Informational,0
https://easyauto.ae/business/insurancemarket-ae/,0.76,10,24,0,0,0,0,0,0,0,0,0,0,0,-11,,,,0
https://easyauto.ae/business/sellanycar-com-dubai-umm-suqeim-street/,0.73,2,23,0,0,2,0,1,0,0,23,0,23,0,23,,sellanycar com dubai umm suqeim street,Informational,0
https://easyauto.ae/business/aksa-trade-auto-spare-parts-accessories/,0.7,1,22,0,0,1,0,1,0,0,22,0,22,0,22,,aksa trade auto spare parts & accessories,"Transactional, Informational",0
https://easyauto.ae/business/car-centre-service-sharjah/,0.7,7,22,0,0,2,0,1,0,0,22,0,2,0,0,,car centre service sharjah,Informational,0
https://easyauto.ae/business/al-tawash-neon/,0.6,1,19,0,0,1,0,0,0,0,19,0,0,0,5,,al tawash neon,Informational,0
https://easyauto.ae/business/ag-cars-services-sharjah/,0.57,14,18,0,0,1,2,0,0,0,0,18,0,0,-3,google,ag cars sharjah,Navigational,1
https://easyauto.ae/business/advantage-auto-spare-parts-sharjah/,0.57,2,18,0,0,1,0,0,0,0,18,0,0,0,0,search-gpt,advantage auto spare parts sharjah,Informational,2
https://easyauto.ae/business/leadright-protech-abu-dhabi/,0.54,4,17,0,1,2,1,2,0,0,17,0,17,0,0,"gemini, google-ai, search-gpt",leadright protech abu dhabi,"Transactional, Informational",7
https://easyauto.ae/business/ssg-asia-auto-spare-parts-online-store/,0.5,3,16,0,0,0,3,0,0,0,0,16,0,0,0,"gemini, search-gpt",ssg asia,Navigational,7
https://easyauto.ae/business/bin-hamoodah-gmc-chevy-auto-service-center/,0.5,6,16,0,0,1,2,2,0,0,16,16,0,0,15,,bin hamoodah auto service center,"Transactional, Navigational",0
https://easyauto.ae/business/al-shibl-car-wash/,0.5,1,16,0,0,1,0,1,0,0,16,0,16,0,-7,,al shibl car wash,"Transactional, Informational",0
https://easyauto.ae/business/al-mitha-car-wash/,0.47,1,15,0,0,1,0,0,0,0,15,0,0,0,15,,al mitha car wash,Informational,0
https://easyauto.ae/business/adnoc-xpress-al-raha-144/,0.44,3,14,0,0,0,2,0,0,0,0,14,0,0,0,,adnoc xpress,Navigational,0
https://easyauto.ae/business/al-ihsan-used-cars-tr/,0.44,1,14,0,0,1,0,0,0,0,14,0,0,0,0,,al ihsan used cars tr,Informational,0
https://easyauto.ae/business/avantgarde-motors/,0.44,1,14,0,1,0,0,0,0,14,0,0,0,0,0,,avantgarde motors,Commercial,0
https://easyauto.ae/business/luxury-lounge-car-showroom/,0.44,3,14,0,0,1,0,0,0,0,14,0,0,0,0,,luxury lounge car showroom,Informational,0
https://easyauto.ae/business/golden-bearing-auto-spare-parts-trading-llc/,0.44,1,14,0,1,0,0,0,0,14,0,0,0,0,0,,golden bearing auto spare parts trading llc,Commercial,0
https://easyauto.ae/business/esn-ten-srar-auto-spare-parts-l-l-c/,0.44,1,14,0,0,1,0,0,0,0,14,0,0,0,0,,ten star auto spare parts,Informational,0
https://easyauto.ae/business/fujairah-recovery-ghurfa/,0.41,3,13,0,2,0,0,0,0,13,0,0,0,0,0,,fujairah recovery,Commercial,0
https://easyauto.ae/business/dajla-car-washing-ajman/,0.38,1,12,0,0,1,0,0,0,0,12,0,0,0,0,,dajla auto service center,Informational,0
https://easyauto.ae/business/burj-khaibar-cars-auctions-branch-1/,0.38,5,12,0,3,1,0,0,0,10,2,0,0,0,-10,google-ai,burj khaibar cars auction,Commercial,1
https://easyauto.ae/business/west-city-auto-spare-parts-llc/,0.38,2,12,0,0,1,0,0,0,0,12,0,0,0,7,,west city auto spare parts llc,Informational,0
https://easyauto.ae/business/al-ras-ref-devices-spare-parts-tr-al-ain/,0.38,8,12,0,0,0,0,0,0,0,0,0,0,0,12,,,,0
https://easyauto.ae/business/page/299/,0.38,1,12,0,0,1,0,0,0,0,12,0,0,0,12,,althana car wash & polishing,Informational,0
https://easyauto.ae/business/oh-my-car/,0.35,1,11,0,0,1,0,1,0,0,11,0,11,0,0,,oh my car,"Transactional, Informational",0
https://easyauto.ae/business/al-ras-used-cars-trd-ajman-car-souq-showroom-no-165/,0.35,11,11,0,3,0,0,0,0,7,0,0,0,0,-5,,ajman car souq,Commercial,0
https://easyauto.ae/business/copart-uae-auctions-llc-sharjah-branch/,0.35,10,11,0,0,0,8,0,0,0,0,11,0,0,1,"google, search-gpt",copart uae auctions llc sharjah branch,Navigational,2
https://easyauto.ae/business/al-yousuf-motors-ras-al-khaimah/,0.31,20,10,0,1,1,0,0,0,0,1,0,0,0,-6,,al yousuf motors ras al khaimah,"Commercial, Informational",0
https://easyauto.ae/business/munich-auto-parts-trading-llc-german-car-parts-uae/,0.31,10,10,0,0,1,1,0,0,0,1,9,0,0,0,"gemini, google-ai",munich auto parts trading llc german car parts uae,"Navigational, Informational",3
https://easyauto.ae/business/al-mubashir-auto-repair-llc/,0.28,1,9,0,1,0,0,0,0,9,0,0,0,0,9,,al mubasher garage,Commercial,0
https://easyauto.ae/business/palatty-traders-llc-br/,0.28,1,9,0,1,0,0,0,0,9,0,0,0,0,0,,palatty traders llc,Commercial,0
https://easyauto.ae/business/cars-shipping-llc/,0.28,2,9,0,0,2,0,0,0,0,9,0,0,0,6,,cars shipping llc,Informational,0
https://easyauto.ae/business/joy-scrap/,0.28,2,9,0,0,1,0,0,0,0,9,0,0,0,9,,سكراب جوي,Informational,0
https://easyauto.ae/business/adnoc-automatic-car-wash/,0.28,11,9,0,0,1,0,0,0,0,0,0,0,0,8,,adnoc automatic,Informational,0
https://easyauto.ae/business/humaid-ali-trading-al-quoz-hyundaikiahondasuzukimazda-spare-parts/,0.28,2,9,0,0,1,1,0,0,0,9,0,0,0,8,,humaid ali,"Navigational, Informational",0
https://easyauto.ae/business/epic-repair-a-car/,0.25,1,8,0,0,0,1,0,0,0,0,8,0,0,0,,epic repair a car,Navigational,0
https://easyauto.ae/business/landmark-int-auto-spare-parts-trading-llc-jurf-ajman/,0.25,8,8,0,3,1,1,1,0,0,1,1,6,0,6,search-gpt,landmark ajman,Commercial,1
https://easyauto.ae/business/mitsubishi-motors-showroom-service-parts-sharjah-al-habtoor-motors/,0.25,27,8,0,1,4,1,2,0,0,8,0,0,0,8,google,mitsubishi showroom sharjah,Informational,1
https://easyauto.ae/business/al-khataf-car-accessories/,0.25,2,8,0,0,1,0,0,0,0,8,0,0,0,0,,al khataf shop,Informational,0
https://easyauto.ae/business/speed-vehicles-repairing-tow-services-llc/,0.22,1,7,0,0,1,0,0,0,0,7,0,0,0,0,,speed vehicles repairing & tow services llc,Informational,0
https://easyauto.ae/business/hot-pistonz-garage-24-7-auto-repair-garage-in-dip-audi-bmw-jaguar-mercedes-volkswagen-bently-mg-ford-gmc-more/,0.22,4,7,0,0,0,1,0,0,0,0,7,0,0,7,search-gpt,hot pistonz garage,Navigational,2
https://easyauto.ae/business/shiners-premium-mobile-car-wash/,0.22,3,7,0,0,3,0,0,0,0,7,0,0,0,0,,shiners,Informational,0
https://easyauto.ae/business/trade-link-automotive-parts-trading/,0.22,1,7,0,1,0,0,0,0,7,0,0,0,0,0,,trade link automotive parts trading,Commercial,0
https://easyauto.ae/business/volkswagen-showroom-and-service-center-dubai-al-nabooda-automobiles/,0.19,40,6,0,0,2,0,0,0,0,0,0,0,0,5,search-gpt,volkswagen service center rashidiya,Informational,1
https://easyauto.ae/business/naser-mohsin-auto-spare-parts-l-l-c-branch-2/,0.19,2,6,0,2,0,0,0,0,6,0,0,0,0,2,,naser mohsin auto spare parts,Commercial,0
https://easyauto.ae/business/marhaba-auctions-souq-al-haraj/,0.19,4,6,0,0,0,1,0,0,0,0,6,0,0,-6,,marhaba auction,Navigational,0
https://easyauto.ae/business/moatamadcars-souq-al-haraj-showroom/,0.19,5,6,0,0,0,2,0,0,0,0,0,0,0,4,,moatamad cars,Navigational,0
https://easyauto.ae/business/dream-cars-dubai/,0.19,1,6,0,1,0,0,0,0,6,0,0,0,0,0,,dream cars dubai,Commercial,0
https://easyauto.ae/business/colombia-used-cars-trading-llc/,0.19,1,6,0,0,0,1,0,0,0,0,6,0,0,6,,colombia used cars trading llc,Navigational,0
https://easyauto.ae/business/autopro-7825/,0.19,9,6,0,0,5,6,0,0,0,4,6,0,0,1,google,autopro 7025,Navigational,2
https://easyauto.ae/business/autotrust-multi-brand-car-service-centre-abudhabi/,0.15,14,5,0,4,5,2,1,0,1,4,0,0,0,4,"google-ai, search-gpt",autotrust mussafah,Informational,2
https://easyauto.ae/business/awawdeh-auto-spare-parts/,0.15,3,5,0,0,2,1,0,0,0,1,4,0,0,1,,awawdeh auto spare parts,Informational,0
https://easyauto.ae/business/autopro-7039/,0.15,4,5,0,0,2,0,2,0,0,5,0,5,0,0,,autopro 7034,"Transactional, Informational",0
https://easyauto.ae/business/auto-nation-cars-pre-owned-cars-showroom-in-ras-al-khaimah/,0.15,6,5,0,4,1,1,0,0,4,1,0,0,0,-2,,used cars in ras al khaimah,Commercial,0
https://easyauto.ae/business/emarat-car-wash/,0.15,7,5,0,0,1,0,0,0,0,5,0,0,0,-11,,emarat beach,Informational,0
https://easyauto.ae/business/volkswagen-showroom-al-ain/,0.15,8,5,0,1,0,0,0,0,5,0,0,0,0,0,search-gpt,volkswagen showroom al ain,Commercial,1
https://easyauto.ae/business/enoc-1039-int-media-production-zone/,0.15,1,5,0,0,0,1,0,0,0,0,5,0,0,0,,enoc 1039,Navigational,0
https://easyauto.ae/business/landmark-int-llc-auto-spare-parts-sanaiya-al-ain-abu-dhabi/,0.15,12,5,0,2,0,5,0,0,4,0,1,0,0,0,,landmark al ain,Navigational,0
https://easyauto.ae/business/al-marafi-automobile-services-wrsh-lmrfy-lkhdmt-lsyrt/,0.15,1,5,0,0,1,0,1,0,0,5,0,5,0,2,,al marafi automobile services,"Transactional, Informational",0
https://easyauto.ae/business/bin-hamoodah-auto-chevrolet-gmc-showroom-abu-dhabi-main/,0.15,27,5,0,0,2,7,0,0,0,0,4,0,0,1,,bin hamoodah auto main showroom,Navigational,0
https://easyauto.ae/business/dasman-auto-spare-parts-llc-bidya/,0.15,1,5,0,0,1,0,0,0,0,5,0,0,0,5,,dasman auto spare parts trading,Informational,0
https://easyauto.ae/business/geowash-dubai-festival-city-mall/,0.15,3,5,0,1,0,1,0,0,5,0,0,0,0,1,,geowash,"Commercial, Navigational",0
https://easyauto.ae/business/car-recovery-tow-truck-and-roadside-assistance-service-near-me-dubai/,0.12,8,4,0,0,2,0,0,0,0,4,0,0,0,0,,tow truck near me,Informational,0
https://easyauto.ae/business/mg-used-auto-engines-spare-parts-sharjah-uae/,0.12,7,4,0,2,0,0,0,0,4,0,0,0,0,2,,used auto engines,Commercial,0
https://easyauto.ae/business/noble-auto-repair-workshop/,0.12,1,4,0,0,1,0,1,0,0,4,0,4,0,0,,noble auto repair workshop abu dhabi,"Transactional, Informational",0
https://easyauto.ae/business/seven-stars-auto-spare-parts/,0.12,1,4,0,0,0,0,1,0,0,0,0,4,0,0,search-gpt,seven stars auto spare parts,Transactional,2
https://easyauto.ae/business/uaq-towing-recovery/,0.12,1,4,0,1,0,0,0,0,4,0,0,0,0,4,,recovery umm al quwain,Commercial,0
https://easyauto.ae/business/lexus-showroom-abu-dhabi/,0.12,16,4,0,0,1,1,1,0,0,4,0,4,0,0,,lexus showroom abu dhabi,"Transactional, Navigational",0
https://easyauto.ae/business/new-euro-autospare-parts-llc/,0.12,7,4,0,0,0,0,0,0,0,0,0,0,0,4,,,,0
https://easyauto.ae/business/royal-carwash/,0.12,2,4,0,1,1,0,0,0,4,0,0,0,0,-49,,royal car wash,"Commercial, Informational",0
https://easyauto.ae/business/totalenergies-bawabat-al-khaleej-car-service-center/,0.12,4,4,0,0,1,0,0,0,0,4,0,0,0,4,search-gpt,al khaleej auto maint centre,Informational,3
https://easyauto.ae/business/ag-cars-services-llc-abu-dhabi/,0.12,16,4,0,0,0,9,0,0,0,0,4,0,0,0,,ag cars services llc deira,Navigational,0
https://easyauto.ae/business/al-ghazal-car-wash-center-tyre-repairing-service/,0.12,1,4,0,0,1,0,0,0,0,4,0,0,0,-1,,al ghazal car washing station,Informational,0
https://easyauto.ae/business/gotrade-llc-thouban-branch/,0.09,2,3,0,0,0,1,0,0,0,0,0,0,0,3,,gotrade llc,Navigational,0
https://easyauto.ae/business/sparemax-auto-spare-parts-trading-llc-ras-al-khor-dubai/,0.09,1,3,0,1,0,0,0,0,3,0,0,0,0,3,google-ai,car accessories ras al khor,Commercial,1
https://easyauto.ae/business/golden-bearing-auto-spare-parts-trading-l-l-c/,0.09,2,3,0,1,0,0,0,0,3,0,0,0,0,0,,golden bearing auto spare parts trading llc,Commercial,0
https://easyauto.ae/business/allparts-ae-fast-trip-auto-new-spare-parts-trading-llc/,0.09,4,3,0,0,0,1,0,0,0,0,3,0,0,3,,allparts,Navigational,0
https://easyauto.ae/business/nissan-showroom-khalidiyah-al-masaood-automobiles/,0.09,22,3,0,0,0,6,0,0,0,0,1,0,0,2,,nissan showroom abu dhabi,Navigational,0
https://easyauto.ae/business/ajman-beach-car-care-center/,0.09,1,3,0,0,1,0,0,0,0,3,0,0,0,0,,ajman beach car care center,Informational,0
https://easyauto.ae/business/al-faris-used-cars/,0.09,1,3,0,1,0,0,0,0,3,0,0,0,0,0,,al faris used cars,Commercial,0
https://easyauto.ae/business/al-yousuf-motors-abu-dhabi/,0.09,13,3,0,0,1,0,0,0,0,2,0,0,0,1,,al yousuf motors abu dhabi,Informational,0
https://easyauto.ae/business/best-auto-parts-abu-dhabi-main-branch-m7/,0.09,13,3,0,4,0,0,0,0,3,0,0,0,0,0,google,best auto parts m7 main br,Commercial,1
https://easyauto.ae/business/adnoc-service-station-mahawi-917/,0.09,3,3,0,3,0,0,0,0,3,0,0,0,0,1,,mahawi adnoc,Commercial,0
https://easyauto.ae/business/dublin-auto-spare-parts-trading-l-l-c-branch-01/,0.09,16,3,0,2,2,0,1,0,1,2,0,2,0,1,,dublin spare parts ajman,"Commercial, Informational",0
https://easyauto.ae/business/al-ras-ref-devices-spare-parts-trading-abu-dhabi/,0.09,14,3,0,5,0,3,0,0,3,0,0,0,0,2,,al ras ref devices spare parts,Commercial,0
https://easyauto.ae/business/bosch-car-service-al-diyar-auto-repairing/,0.09,5,3,0,0,1,0,0,0,0,3,0,0,0,3,,al diyar auto repairing,Informational,0
https://easyauto.ae/business/al-jamhoor-tyre-shop-dibba/,0.09,1,3,0,0,1,0,0,0,0,3,0,0,0,0,,al jamhoor tyre shop,Informational,0
https://easyauto.ae/business/delta-auto-spare-parts-s-p-s-llc/,0.09,2,3,0,1,1,0,0,0,2,1,0,0,0,3,,delta auto spare parts llc,"Commercial, Informational",0
https://easyauto.ae/business/pal-auto-garage-br-dip-1-pal-platina-tesla-approved-bodyshop/,0.09,4,3,0,0,1,2,0,0,0,0,3,0,0,3,,pal auto garage,Navigational,0
https://easyauto.ae/business/universal-auto-garage-body-shop/,0.09,1,3,0,0,1,0,0,0,0,3,0,0,0,3,,universal auto garage,Informational,0
https://easyauto.ae/business/nissan-showroom-madinat-zayed-al-masaood-automobiles/,0.09,29,3,0,1,0,0,0,0,3,0,0,0,0,-3,,nissan showroom near me,Commercial,0
https://easyauto.ae/business/shift-car-rental-ras-al-khaimah/,0.06,8,2,0,0,0,2,0,0,0,0,2,0,0,1,,shift car rental ras al khaimah,Navigational,0
https://easyauto.ae/business/haval-tank-and-gwm-showroom-abu-dhabi-otaiba-st/,0.06,5,2,0,0,0,2,2,0,0,0,2,0,0,2,,gwm abu dhabi,"Transactional, Navigational",0
https://easyauto.ae/business/baniyas-cars-showroom/,0.06,7,2,0,0,2,0,0,0,0,0,0,0,0,-1,,baniyas car establishment,Informational,0
https://easyauto.ae/business/elite-motors-mitsubishi-motors/,0.06,2,2,0,0,0,1,0,0,0,0,2,0,0,-1,,elite motors mitsubishi motors,Navigational,0
https://easyauto.ae/business/audi-dubai-showroom-new-pre-owned-al-nabooda-automobiles-llc/,0.06,2,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,0
https://easyauto.ae/business/tyreplus-marwan-abbas-auto/,0.06,1,2,0,0,1,0,0,0,0,2,0,0,0,0,,marwan abbas auto,Informational,0
https://easyauto.ae/business/al-aswar-spare-parts-llc-br5/,0.06,1,2,0,1,0,0,0,0,2,0,0,0,0,2,,al aswar auto spare parts,Commercial,0
https://easyauto.ae/business/best-auto-parts-al-ain/,0.06,2,2,0,1,1,0,0,0,0,2,0,0,0,-5,,best auto parts al ain,"Commercial, Informational",0
https://easyauto.ae/business/lexus-showroom-dfc/,0.06,16,2,0,0,2,2,2,0,0,2,0,2,0,0,,lexus showroom dfc,"Transactional, Navigational",0
https://easyauto.ae/business/honda-sheikh-zayed-road-car-service-centre-trading-enterprises/,0.06,5,2,0,0,2,0,2,0,0,0,0,0,0,2,search-gpt,honda sheikh zayed road,"Transactional, Informational",1
https://easyauto.ae/business/deutsches-auto-service-center-dascenter-ajman-german-car-specialists-garage-audi-bmw-vw-mercedes-porsche/,0.06,8,2,0,3,2,0,1,0,0,2,0,2,0,0,,dascenter,Commercial,0
https://easyauto.ae/business/liberty-auto-spare-parts/,0.06,4,2,0,0,1,0,0,0,0,2,0,0,0,-34,,liberty auto spare parts,Informational,0
https://easyauto.ae/business/adnoc-auto-car-wash-emirates-585/,0.06,2,2,0,0,0,0,0,0,0,0,0,0,0,2,,,,0
https://easyauto.ae/business/al-darwish-tyres-and-oil-br-5/,0.06,3,2,0,2,0,1,0,0,2,0,0,0,0,0,,درويش للاطارات,Commercial,0
https://easyauto.ae/business/i-care-car-express/,0.06,2,2,0,0,0,0,0,0,0,0,0,0,0,2,search-gpt,,,1
https://easyauto.ae/business/mister-clean-car-wash/,0.06,3,2,0,0,0,3,0,0,0,0,2,0,0,-3,,mr clean car wash,Navigational,0
https://easyauto.ae/business/prowash-1075/,0.06,8,2,0,0,0,0,0,0,0,0,0,0,0,2,,,,0
https://easyauto.ae/business/hnd-auto-spare-parts-llc-ajman-branch/,0.06,4,2,0,0,0,2,0,0,0,0,2,0,0,0,,hnd auto spare parts,Navigational,0
https://easyauto.ae/business/al-nasr-used-cars/,0.06,1,2,0,0,1,0,0,0,0,2,0,0,0,0,,al nasr used cars,Informational,0
https://easyauto.ae/business/dasman-auto-spare-parts-llc-rak/,0.06,1,2,0,0,1,0,0,0,0,2,0,0,0,2,,dasman auto spare parts trading,Informational,0
https://easyauto.ae/business/hexis-middle-east/,0.06,1,2,0,0,1,0,0,0,0,2,0,0,0,1,,hexis middle east,Informational,0
https://easyauto.ae/business/emirates-parkings/,0.03,3,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,0
https://easyauto.ae/business/toyota-showroom-fujairah/,0.03,2,1,0,0,1,0,1,0,0,1,0,1,0,1,,toyota fujairah,"Transactional, Informational",0
https://easyauto.ae/business/nissan-spare-parts-center-musaffah-al-masaood-automobiles/,0.03,12,1,0,3,0,0,0,0,1,0,0,0,0,-1,,al masaood spare parts,Commercial,0
https://easyauto.ae/business/suzuki-showroom-al-ain/,0.03,10,1,0,0,0,0,0,0,0,0,0,0,0,1,,,,0
https://easyauto.ae/business/emirates-oasis-car-wash/,0.03,2,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,0
https://easyauto.ae/business/dasman-auto-spare-parts-llc/,0.03,2,1,0,0,0,0,0,0,0,0,0,0,0,1,,,,0
https://easyauto.ae/business/sharjah-car-towing-recovery-2/,0.03,5,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,0
https://easyauto.ae/business/formula-tires-trading-al-qouz/,0.03,7,1,0,0,0,2,0,0,0,0,1,0,0,0,,formula tyres trading al quoz,Navigational,0
https://easyauto.ae/business/al-tayer-motors-ford-showroom-sheikh-zayed-road/,0.03,29,1,0,0,3,0,3,0,0,1,0,1,0,0,search-gpt,ford sheikh zayed,"Transactional, Informational",1
https://easyauto.ae/business/divine-autos/,0.03,1,1,0,1,0,0,0,0,1,0,0,0,0,1,,divine auto,Commercial,0
https://easyauto.ae/business/toyota-showroom-musaffah/,0.03,11,1,0,0,1,1,2,0,0,1,0,1,0,0,search-gpt,toyota showroom mussafah,Transactional,1
https://easyauto.ae/business/alfa-used-auto-spare-parts-ras-al-khaima-u-a-e/,0.03,2,1,0,1,0,0,0,0,1,0,0,0,0,0,,alfa auto spares,Commercial,0
https://easyauto.ae/business/toyota-showroom-airport-road-abu-dhabi/,0.03,17,1,0,0,1,5,3,0,0,1,0,1,0,0,,toyota showroom airport road abu dhabi,Navigational,0
https://easyauto.ae/business/oman-auto-spare-parts/,0.03,3,1,0,0,0,0,0,0,0,0,0,0,0,1,,,,0
https://easyauto.ae/business/eurostar-rent-a-car-musaffah-branch-workshop/,0.03,4,1,0,4,0,0,0,0,1,0,0,0,0,0,"gemini, search-gpt",eurostar rent a car,Commercial,2
https://easyauto.ae/business/autopro-7085/,0.03,4,1,0,0,2,0,0,0,0,1,0,0,0,0,,autopro 7007,Informational,0
https://easyauto.ae/business/nissan-certified-pre-owned-showroom-al-ain-al-masaood-automobiles/,0.03,8,1,0,1,2,0,1,0,0,0,0,0,0,1,,al masaood pre owned cars,Informational,0
https://easyauto.ae/business/landmark-middle-east-auto-spare-parts-trading-llc-opc/,0.03,1,1,0,1,0,0,0,0,1,0,0,0,0,0,,landmark mussafah,Commercial,0
https://easyauto.ae/business/al-ruwais-automobile-services-bosch-car-service-2/,0.03,2,1,0,0,1,0,0,0,0,1,0,0,0,1,,al ruwais automobile services,Informational,0
https://easyauto.ae/business/3m-our-car-auto-accessories-fixing/,0.03,1,1,0,1,0,0,0,0,1,0,0,0,0,0,,our car auto accessories fixing,Commercial,0
https://easyauto.ae/business/al-aqsa-car-wash/,0.03,4,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,0
https://easyauto.ae/business/al-amani-tvr-auto-parts-l-l-c-ras-al-khaimah/,0.03,5,1,0,1,0,0,0,0,1,0,0,0,0,0,,al amani tvr auto parts llc,Commercial,0
https://easyauto.ae/business/auto-drome-car-wash-fujairah-zeez-outlet/,0.03,1,1,0,1,0,0,0,0,1,0,0,0,0,1,,car wash fujairah,Commercial,0
https://easyauto.ae/business/joker-automotive/,0.03,1,1,0,0,1,0,0,0,0,1,0,0,0,-23,,joker automotive,Informational,0
https://easyauto.ae/business/mazda-showroom-dubai-sheikh-zayed-rd-galadari-automobiles/,0.03,39,1,0,2,1,1,0,0,0,0,0,0,0,1,,mazda sheikh zayed road,Commercial,0
https://easyauto.ae/business/jetour-showroom-al-quoz/,0.03,4,1,0,0,0,0,0,0,0,0,0,0,0,1,,,,0
https://easyauto.ae/business/al-daam-altiqani-auto-mobile-repair-workshop/,0.03,1,1,0,0,1,0,0,0,0,1,0,0,0,1,,altiqani alawal auto diagnostic,Informational,0
https://easyauto.ae/business/car-plaza-dubai-modification-accessories-car-android-screen-car-wrapping-car-seat-covers-ppf-installation-in-dubai/,0.03,1,1,0,0,1,0,0,0,0,1,0,0,0,1,,car plaza,Informational,0
